Codigo;Regiao;UF;Data;Semana;Populacao;Casos_Acumulados;Casos_Novos;Obitos_Acumulados;Obitos_Novos
CE20/05/14;Nordeste;CE;14/05/2020;20;9132078;21077;1921;1413;24
CE20/05/15;Nordeste;CE;15/05/2020;20;9132078;22490;1413;1476;63
CE20/05/16;Nordeste;CE;16/05/2020;20;9132078;23795;1305;1614;138
RN20/05/10;Nordeste;RN;10/05/2020;20;3506853;1928;9;88;1
RN20/05/11;Nordeste;RN;11/05/2020;20;3506853;1989;61;92;4
RN20/05/12;Nordeste;RN;12/05/2020;20;3506853;2033;44;93;1
RN20/05/13;Nordeste;RN;13/05/2020;20;3506853;2367;334;105;12
RN20/05/14;Nordeste;RN;14/05/2020;20;3506853;2537;170;117;12
RN20/05/15;Nordeste;RN;15/05/2020;20;3506853;2786;249;122;5
RN20/05/16;Nordeste;RN;16/05/2020;20;3506853;3004;218;136;14
PB20/05/10;Nordeste;PB;10/05/2020;20;4018127;2341;185;135;11
PB20/05/11;Nordeste;PB;11/05/2020;20;4018127;2525;184;139;4
PB20/05/12;Nordeste;PB;12/05/2020;20;4018127;2777;252;154;15
PB20/05/13;Nordeste;PB;13/05/2020;20;4018127;3045;268;157;3
PB20/05/14;Nordeste;PB;14/05/2020;20;4018127;3361;316;160;3
PB20/05/15;Nordeste;PB;15/05/2020;20;4018127;3739;378;170;10
PB20/05/16;Nordeste;PB;16/05/2020;20;4018127;4063;324;183;13
PE20/05/10;Nordeste;PE;10/05/2020;20;9557071;13275;805;1047;75
PE20/05/11;Nordeste;PE;11/05/2020;20;9557071;13768;493;1087;40
PE20/05/12;Nordeste;PE;12/05/2020;20;9557071;14309;541;1157;70
PE20/05/13;Nordeste;PE;13/05/2020;20;9557071;14901;592;1224;67
PE20/05/14;Nordeste;PE;14/05/2020;20;9557071;15588;687;1298;74
PE20/05/15;Nordeste;PE;15/05/2020;20;9557071;16209;621;1381;83
PE20/05/16;Nordeste;PE;16/05/2020;20;9557071;18488;2279;1461;80
AL20/05/10;Nordeste;AL;10/05/2020;20;3337357;2258;86;126;12
AL20/05/11;Nordeste;AL;11/05/2020;20;3337357;2343;85;138;12
AL20/05/12;Nordeste;AL;12/05/2020;20;3337357;2580;237;150;12
AL20/05/13;Nordeste;AL;13/05/2020;20;3337357;2761;181;164;14
AL20/05/14;Nordeste;AL;14/05/2020;20;3337357;2972;211;177;13
AL20/05/15;Nordeste;AL;15/05/2020;20;3337357;3212;240;187;10
AL20/05/16;Nordeste;AL;16/05/2020;20;3337357;3593;381;199;12
SE20/05/10;Nordeste;SE;10/05/2020;20;2298696;1771;183;34;1
SE20/05/11;Nordeste;SE;11/05/2020;20;2298696;1800;29;37;3
SE20/05/12;Nordeste;SE;12/05/2020;20;2298696;2032;232;37;0
SE20/05/13;Nordeste;SE;13/05/2020;20;2298696;2268;236;42;5
SE20/05/14;Nordeste;SE;14/05/2020;20;2298696;2494;226;47;5
SE20/05/15;Nordeste;SE;15/05/2020;20;2298696;2868;374;50;3
SE20/05/16;Nordeste;SE;16/05/2020;20;2298696;3135;267;53;3
BA20/05/10;Nordeste;BA;10/05/2020;20;14873064;5558;384;202;6
BA20/05/11;Nordeste;BA;11/05/2020;20;14873064;5808;250;211;9
BA20/05/12;Nordeste;BA;12/05/2020;20;14873064;6204;396;225;14
BA20/05/13;Nordeste;BA;13/05/2020;20;14873064;6547;343;236;11
BA20/05/14;Nordeste;BA;14/05/2020;20;14873064;6955;408;262;26
BA20/05/15;Nordeste;BA;15/05/2020;20;14873064;8128;1173;281;19
BA20/05/16;Nordeste;BA;16/05/2020;20;14873064;8314;186;286;5
MG20/05/10;Sudeste;MG;10/05/2020;20;21168791;3237;114;119;1
MG20/05/11;Sudeste;MG;11/05/2020;20;21168791;3320;83;121;2
MG20/05/12;Sudeste;MG;12/05/2020;20;21168791;3435;115;127;6
MG20/05/13;Sudeste;MG;13/05/2020;20;21168791;3733;298;135;8
MG20/05/14;Sudeste;MG;14/05/2020;20;21168791;3950;217;139;4
MG20/05/15;Sudeste;MG;15/05/2020;20;21168791;4196;246;146;7
MG20/05/16;Sudeste;MG;16/05/2020;20;21168791;4474;278;150;4
ES20/05/10;Sudeste;ES;10/05/2020;20;4018650;4599;187;181;9
ES20/05/11;Sudeste;ES;11/05/2020;20;4018650;4819;220;196;15
ES20/05/12;Sudeste;ES;12/05/2020;20;4018650;5087;268;212;16
ES20/05/13;Sudeste;ES;13/05/2020;20;4018650;5401;314;233;21
ES20/05/14;Sudeste;ES;14/05/2020;20;4018650;5813;412;249;16
ES20/05/15;Sudeste;ES;15/05/2020;20;4018650;6198;385;260;11
ES20/05/16;Sudeste;ES;16/05/2020;20;4018650;6595;397;271;11
RJ20/05/10;Sudeste;RJ;10/05/2020;20;17264943;17062;133;1714;61
RJ20/05/11;Sudeste;RJ;11/05/2020;20;17264943;17939;877;1770;56
RJ20/05/12;Sudeste;RJ;12/05/2020;20;17264943;18486;547;1928;158
RJ20/05/13;Sudeste;RJ;13/05/2020;20;17264943;18728;242;2050;122
RJ20/05/14;Sudeste;RJ;14/05/2020;20;17264943;19467;739;2247;197
RJ20/05/15;Sudeste;RJ;15/05/2020;20;17264943;19987;520;2438;191
RJ20/05/16;Sudeste;RJ;16/05/2020;20;17264943;21601;1614;2614;176
SP20/05/10;Sudeste;SP;10/05/2020;20;45919049;45444;1033;3709;101
SP20/05/11;Sudeste;SP;11/05/2020;20;45919049;46131;687;3743;34
SP20/05/12;Sudeste;SP;12/05/2020;20;45919049;47719;1588;3949;206
SP20/05/13;Sudeste;SP;13/05/2020;20;45919049;51097;3378;4118;169
SP20/05/14;Sudeste;SP;14/05/2020;20;45919049;54286;3189;4315;197
SP20/05/15;Sudeste;SP;15/05/2020;20;45919049;58378;4092;4501;186
SP20/05/16;Sudeste;SP;16/05/2020;20;45919049;61183;2805;4688;187
PR20/05/10;Sul;PR;10/05/2020;20;11433957;1835;50;109;2
PR20/05/11;Sul;PR;11/05/2020;20;11433957;1849;14;111;2
PR20/05/12;Sul;PR;12/05/2020;20;11433957;1906;57;113;2
PR20/05/13;Sul;PR;13/05/2020;20;11433957;1996;90;117;4
PR20/05/14;Sul;PR;14/05/2020;20;11433957;2063;67;119;2
PR20/05/15;Sul;PR;15/05/2020;20;11433957;2139;76;120;1
PR20/05/16;Sul;PR;16/05/2020;20;11433957;2242;103;123;3
SC20/05/10;Sul;SC;10/05/2020;20;7164788;3429;57;65;1
SC20/05/11;Sul;SC;11/05/2020;20;7164788;3529;100;69;4
SC20/05/12;Sul;SC;12/05/2020;20;7164788;3733;204;73;4
SC20/05/13;Sul;SC;13/05/2020;20;7164788;3828;95;73;0
SC20/05/14;Sul;SC;14/05/2020;20;7164788;4332;504;78;5
SC20/05/15;Sul;SC;15/05/2020;20;7164788;4562;230;79;1
SC20/05/16;Sul;SC;16/05/2020;20;7164788;4678;116;81;2
RS20/05/10;Sul;RS;10/05/2020;20;11377239;2542;49;97;2
RS20/05/11;Sul;RS;11/05/2020;20;11377239;2576;34;105;8
RS20/05/12;Sul;RS;12/05/2020;20;11377239;2917;341;111;6
RS20/05/13;Sul;RS;13/05/2020;20;11377239;2917;0;111;0
RS20/05/14;Sul;RS;14/05/2020;20;11377239;2997;80;120;9
RS20/05/15;Sul;RS;15/05/2020;20;11377239;3597;600;126;6
RS20/05/16;Sul;RS;16/05/2020;20;11377239;3695;98;132;6
MS20/05/10;Centro_Oeste;MS;10/05/2020;20;2778986;362;16;11;0
MS20/05/11;Centro_Oeste;MS;11/05/2020;20;2778986;385;23;11;0
MS20/05/12;Centro_Oeste;MS;12/05/2020;20;2778986;405;20;12;1
MS20/05/13;Centro_Oeste;MS;13/05/2020;20;2778986;430;25;13;1
MS20/05/14;Centro_Oeste;MS;14/05/2020;20;2778986;452;22;14;1
MS20/05/15;Centro_Oeste;MS;15/05/2020;20;2778986;479;27;14;0
MS20/05/16;Centro_Oeste;MS;16/05/2020;20;2778986;508;29;15;1
MT20/05/10;Centro_Oeste;MT;10/05/2020;20;3484466;519;17;18;2
MT20/05/11;Centro_Oeste;MT;11/05/2020;20;3484466;541;22;19;1
MT20/05/12;Centro_Oeste;MT;12/05/2020;20;3484466;591;50;19;0
MT20/05/13;Centro_Oeste;MT;13/05/2020;20;3484466;661;70;20;1
MT20/05/14;Centro_Oeste;MT;14/05/2020;20;3484466;719;58;23;3
MT20/05/15;Centro_Oeste;MT;15/05/2020;20;3484466;779;60;26;3
MT20/05/16;Centro_Oeste;MT;16/05/2020;20;3484466;851;72;27;1
GO20/05/10;Centro_Oeste;GO;10/05/2020;20;7018354;1093;24;47;0
GO20/05/11;Centro_Oeste;GO;11/05/2020;20;7018354;1100;7;49;2
GO20/05/12;Centro_Oeste;GO;12/05/2020;20;7018354;1115;15;52;3
GO20/05/13;Centro_Oeste;GO;13/05/2020;20;7018354;1134;19;61;9
GO20/05/14;Centro_Oeste;GO;14/05/2020;20;7018354;1423;289;64;3
GO20/05/15;Centro_Oeste;GO;15/05/2020;20;7018354;1572;149;67;3
GO20/05/16;Centro_Oeste;GO;16/05/2020;20;7018354;1640;68;69;2
DF20/05/10;Centro_Oeste;DF;10/05/2020;20;3015268;2682;106;42;3
DF20/05/11;Centro_Oeste;DF;11/05/2020;20;3015268;2783;101;44;2
DF20/05/12;Centro_Oeste;DF;12/05/2020;20;3015268;2979;196;46;2
DF20/05/13;Centro_Oeste;DF;13/05/2020;20;3015268;3192;213;48;2
DF20/05/14;Centro_Oeste;DF;14/05/2020;20;3015268;3416;224;51;3
DF20/05/15;Centro_Oeste;DF;15/05/2020;20;3015268;3787;371;55;4
DF20/05/16;Centro_Oeste;DF;16/05/2020;20;3015268;4140;353;56;1
RO20/05/17;Norte;RO;17/05/2020;21;1777225;1963;44;74;5
RO20/05/18;Norte;RO;18/05/2020;21;1777225;2043;80;77;3
RO20/05/19;Norte;RO;19/05/2020;21;1777225;2257;214;87;10
RO20/05/20;Norte;RO;20/05/2020;21;1777225;2499;242;90;3
RO20/05/21;Norte;RO;21/05/2020;21;1777225;2659;160;101;11
RO20/05/22;Norte;RO;22/05/2020;21;1777225;2774;115;106;5
RO20/05/23;Norte;RO;23/05/2020;21;1777225;3109;335;115;9
AC20/05/17;Norte;AC;17/05/2020;21;881935;1997;130;60;1
AC20/05/18;Norte;AC;18/05/2020;21;881935;2234;237;67;7
AC20/05/19;Norte;AC;19/05/2020;21;881935;2482;248;72;5
AC20/05/20;Norte;AC;20/05/2020;21;881935;2817;335;76;4
AC20/05/21;Norte;AC;21/05/2020;21;881935;3103;286;78;2
AC20/05/22;Norte;AC;22/05/2020;21;881935;3343;240;80;2
AC20/05/23;Norte;AC;23/05/2020;21;881935;3867;524;87;7
AM20/05/17;Norte;AM;17/05/2020;21;4144597;20328;651;1413;38
AM20/05/18;Norte;AM;18/05/2020;21;4144597;20913;585;1433;20
AM20/05/19;Norte;AM;19/05/2020;21;4144597;22132;1219;1491;58
AM20/05/20;Norte;AM;20/05/2020;21;4144597;23704;1572;1561;70
AM20/05/21;Norte;AM;21/05/2020;21;4144597;25367;1663;1620;59
AM20/05/22;Norte;AM;22/05/2020;21;4144597;27038;1671;1669;49
AM20/05/23;Norte;AM;23/05/2020;21;4144597;28802;1764;1744;75
RR20/05/17;Norte;RR;17/05/2020;21;605761;1791;85;51;2
RR20/05/18;Norte;RR;18/05/2020;21;605761;1876;85;60;9
RR20/05/19;Norte;RR;19/05/2020;21;605761;1985;109;61;1
RR20/05/20;Norte;RR;20/05/2020;21;605761;2067;82;64;3
RR20/05/21;Norte;RR;21/05/2020;21;605761;2146;79;72;8
RR20/05/22;Norte;RR;22/05/2020;21;605761;2306;160;81;9
RR20/05/23;Norte;RR;23/05/2020;21;605761;2374;68;81;0
PA20/05/17;Norte;PA;17/05/2020;21;8602865;13864;680;1239;40
PA20/05/18;Norte;PA;18/05/2020;21;8602865;14734;870;1329;90
PA20/05/19;Norte;PA;19/05/2020;21;8602865;16295;1561;1519;190
PA20/05/20;Norte;PA;20/05/2020;21;8602865;18135;1840;1633;114
PA20/05/21;Norte;PA;21/05/2020;21;8602865;19756;1621;1852;219
PA20/05/22;Norte;PA;22/05/2020;21;8602865;21469;1713;1937;85
PA20/05/23;Norte;PA;23/05/2020;21;8602865;22697;1228;2001;64
AP20/05/17;Norte;AP;17/05/2020;21;845731;3952;118;119;11
AP20/05/18;Norte;AP;18/05/2020;21;845731;4023;71;127;8
AP20/05/19;Norte;AP;19/05/2020;21;845731;4310;287;136;9
AP20/05/20;Norte;AP;20/05/2020;21;845731;4549;239;142;6
AP20/05/21;Norte;AP;21/05/2020;21;845731;5188;639;151;9
AP20/05/22;Norte;AP;22/05/2020;21;845731;5655;467;157;6
AP20/05/23;Norte;AP;23/05/2020;21;845731;6091;436;162;5
TO20/05/17;Norte;TO;17/05/2020;21;1572866;1382;103;31;4
TO20/05/18;Norte;TO;18/05/2020;21;1572866;1496;114;32;1
TO20/05/19;Norte;TO;19/05/2020;21;1572866;1646;150;38;6
TO20/05/20;Norte;TO;20/05/2020;21;1572866;1809;163;42;4
TO20/05/21;Norte;TO;21/05/2020;21;1572866;1976;167;47;5
TO20/05/22;Norte;TO;22/05/2020;21;1572866;2205;229;49;2
TO20/05/23;Norte;TO;23/05/2020;21;1572866;2430;225;51;2
MA20/05/17;Nordeste;MA;17/05/2020;21;7075181;12492;900;549;25
MA20/05/18;Nordeste;MA;18/05/2020;21;7075181;13238;746;576;27
MA20/05/19;Nordeste;MA;19/05/2020;21;7075181;14198;960;604;28
MA20/05/20;Nordeste;MA;20/05/2020;21;7075181;15114;916;634;30
MA20/05/21;Nordeste;MA;21/05/2020;21;7075181;16058;944;663;29
MA20/05/22;Nordeste;MA;22/05/2020;21;7075181;17212;1154;693;30
MA20/05/23;Nordeste;MA;23/05/2020;21;7075181;18767;1555;722;29
PI20/05/17;Nordeste;PI;17/05/2020;21;3273227;2252;167;72;7
PI20/05/18;Nordeste;PI;18/05/2020;21;3273227;2287;35;80;8
PI20/05/19;Nordeste;PI;19/05/2020;21;3273227;2440;153;85;5
PI20/05/20;Nordeste;PI;20/05/2020;21;3273227;2637;197;87;2
PI20/05/21;Nordeste;PI;21/05/2020;21;3273227;2852;215;91;4
PI20/05/22;Nordeste;PI;22/05/2020;21;3273227;3074;222;93;2
PI20/05/23;Nordeste;PI;23/05/2020;21;3273227;3258;184;99;6
CE20/05/17;Nordeste;CE;17/05/2020;21;9132078;24255;460;1641;27
CE20/05/18;Nordeste;CE;18/05/2020;21;9132078;26363;2108;1748;107
CE20/05/19;Nordeste;CE;19/05/2020;21;9132078;28112;1749;1856;108
CE20/05/20;Nordeste;CE;20/05/2020;21;9132078;30560;2448;1900;44
CE20/05/21;Nordeste;CE;21/05/2020;21;9132078;31413;853;2161;261
CE20/05/22;Nordeste;CE;22/05/2020;21;9132078;34573;3160;2251;90
CE20/05/23;Nordeste;CE;23/05/2020;21;9132078;35122;549;2308;57
RN20/05/17;Nordeste;RN;17/05/2020;21;3506853;3137;133;139;3
RN20/05/18;Nordeste;RN;18/05/2020;21;3506853;3184;47;146;7
RN20/05/19;Nordeste;RN;19/05/2020;21;3506853;3483;299;160;14
RN20/05/20;Nordeste;RN;20/05/2020;21;3506853;3796;313;170;10
RN20/05/21;Nordeste;RN;21/05/2020;21;3506853;4060;264;178;8
RN20/05/22;Nordeste;RN;22/05/2020;21;3506853;4251;191;181;3
RN20/05/23;Nordeste;RN;23/05/2020;21;3506853;4599;348;184;3
PB20/05/17;Nordeste;PB;17/05/2020;21;4018127;4347;284;194;11
PB20/05/18;Nordeste;PB;18/05/2020;21;4018127;4786;439;207;13
PB20/05/19;Nordeste;PB;19/05/2020;21;4018127;5300;514;219;12
PB20/05/20;Nordeste;PB;20/05/2020;21;4018127;5838;538;230;11
PB20/05/21;Nordeste;PB;21/05/2020;21;4018127;6238;400;245;15
PB20/05/22;Nordeste;PB;22/05/2020;21;4018127;6882;644;248;3
PB20/05/23;Nordeste;PB;23/05/2020;21;4018127;7508;626;258;10
PE20/05/17;Nordeste;PE;17/05/2020;21;9557071;19452;964;1516;55
PE20/05/18;Nordeste;PE;18/05/2020;21;9557071;20094;642;1640;124
PE20/05/19;Nordeste;PE;19/05/2020;21;9557071;21242;1148;1741;101
PE20/05/20;Nordeste;PE;20/05/2020;21;9557071;22560;1318;1834;93
PE20/05/21;Nordeste;PE;21/05/2020;21;9557071;23911;1351;1925;91
PE20/05/22;Nordeste;PE;22/05/2020;21;9557071;25760;1849;2057;132
PE20/05/23;Nordeste;PE;23/05/2020;21;9557071;26786;1026;2144;87
AL20/05/17;Nordeste;AL;17/05/2020;21;3337357;3816;223;210;11
AL20/05/18;Nordeste;AL;18/05/2020;21;3337357;4031;215;221;11
AL20/05/19;Nordeste;AL;19/05/2020;21;3337357;4316;285;231;10
AL20/05/20;Nordeste;AL;20/05/2020;21;3337357;4437;121;251;20
AL20/05/21;Nordeste;AL;21/05/2020;21;3337357;4916;479;262;11
AL20/05/22;Nordeste;AL;22/05/2020;21;3337357;5302;386;280;18
AL20/05/23;Nordeste;AL;23/05/2020;21;3337357;5630;328;301;21
SE20/05/17;Nordeste;SE;17/05/2020;21;2298696;3343;208;57;4
SE20/05/18;Nordeste;SE;18/05/2020;21;2298696;3566;223;59;2
SE20/05/19;Nordeste;SE;19/05/2020;21;2298696;3967;401;63;4
SE20/05/20;Nordeste;SE;20/05/2020;21;2298696;4277;310;69;6
SE20/05/21;Nordeste;SE;21/05/2020;21;2298696;4734;457;76;7
SE20/05/22;Nordeste;SE;22/05/2020;21;2298696;4922;188;82;6
SE20/05/23;Nordeste;SE;23/05/2020;21;2298696;5131;209;86;4
BA20/05/17;Nordeste;BA;17/05/2020;21;14873064;8443;129;295;9
BA20/05/18;Nordeste;BA;18/05/2020;21;14873064;8581;138;312;17
BA20/05/19;Nordeste;BA;19/05/2020;21;14873064;11013;2432;326;14
BA20/05/20;Nordeste;BA;20/05/2020;21;14873064;11197;184;362;36
BA20/05/21;Nordeste;BA;21/05/2020;21;14873064;11941;744;376;14
BA20/05/22;Nordeste;BA;22/05/2020;21;14873064;12557;616;399;23
BA20/05/23;Nordeste;BA;23/05/2020;21;14873064;13000;443;413;14
MG20/05/17;Sudeste;MG;17/05/2020;21;21168791;4611;137;156;6
MG20/05/18;Sudeste;MG;18/05/2020;21;21168791;4695;84;161;5
MG20/05/19;Sudeste;MG;19/05/2020;21;21168791;4977;282;167;6
MG20/05/20;Sudeste;MG;20/05/2020;21;21168791;5286;309;177;10
MG20/05/21;Sudeste;MG;21/05/2020;21;21168791;5596;310;191;14
MG20/05/22;Sudeste;MG;22/05/2020;21;21168791;5995;399;201;10
MG20/05/23;Sudeste;MG;23/05/2020;21;21168791;6338;343;217;16
ES20/05/17;Sudeste;ES;17/05/2020;21;4018650;6744;149;285;14
ES20/05/18;Sudeste;ES;18/05/2020;21;4018650;7157;413;302;17
ES20/05/19;Sudeste;ES;19/05/2020;21;4018650;7693;536;325;23
ES20/05/20;Sudeste;ES;20/05/2020;21;4018650;8092;399;341;16
ES20/05/21;Sudeste;ES;21/05/2020;21;4018650;8878;786;363;22
ES20/05/22;Sudeste;ES;22/05/2020;21;4018650;9520;642;397;34
ES20/05/23;Sudeste;ES;23/05/2020;21;4018650;9918;398;417;20
RJ20/05/17;Sudeste;RJ;17/05/2020;21;17264943;22238;637;2715;101
RJ20/05/18;Sudeste;RJ;18/05/2020;21;17264943;26665;4427;2852;137
RJ20/05/19;Sudeste;RJ;19/05/2020;21;17264943;27805;1140;3079;227
RJ20/05/20;Sudeste;RJ;20/05/2020;21;17264943;30372;2567;3237;158
RJ20/05/21;Sudeste;RJ;21/05/2020;21;17264943;32089;1717;3412;175
RJ20/05/22;Sudeste;RJ;22/05/2020;21;17264943;33589;1500;3657;245
RJ20/05/23;Sudeste;RJ;23/05/2020;21;17264943;34533;944;3905;248
SP20/05/17;Sudeste;SP;17/05/2020;21;45919049;62345;1162;4782;94
SP20/05/18;Sudeste;SP;18/05/2020;21;45919049;63066;721;4823;41
SP20/05/19;Sudeste;SP;19/05/2020;21;45919049;65995;2929;5147;324
SP20/05/20;Sudeste;SP;20/05/2020;21;45919049;69859;3864;5363;216
SP20/05/21;Sudeste;SP;21/05/2020;21;45919049;73739;3880;5558;195
SP20/05/22;Sudeste;SP;22/05/2020;21;45919049;76871;3132;5773;215
SP20/05/23;Sudeste;SP;23/05/2020;21;45919049;80558;3687;6045;272
PR20/05/17;Sul;PR;17/05/2020;21;11433957;2286;44;124;1
PR20/05/18;Sul;PR;18/05/2020;21;11433957;2360;74;127;3
PR20/05/19;Sul;PR;19/05/2020;21;11433957;2481;121;129;2
PR20/05/20;Sul;PR;20/05/2020;21;11433957;2616;135;137;8
PR20/05/21;Sul;PR;21/05/2020;21;11433957;2810;194;141;4
PR20/05/22;Sul;PR;22/05/2020;21;11433957;2939;129;146;5
PR20/05/23;Sul;PR;23/05/2020;21;11433957;3099;160;150;4
SC20/05/17;Sul;SC;17/05/2020;21;7164788;4776;98;83;2
SC20/05/18;Sul;SC;18/05/2020;21;7164788;5175;399;85;2
SC20/05/19;Sul;SC;19/05/2020;21;7164788;5413;238;91;6
SC20/05/20;Sul;SC;20/05/2020;21;7164788;5499;86;94;3
SC20/05/21;Sul;SC;21/05/2020;21;7164788;5610;111;98;4
SC20/05/22;Sul;SC;22/05/2020;21;7164788;6458;848;100;2
SC20/05/23;Sul;SC;23/05/2020;21;7164788;6607;149;103;3
RS20/05/17;Sul;RS;17/05/2020;21;11377239;3735;40;142;10
RS20/05/18;Sul;RS;18/05/2020;21;11377239;3735;0;144;2
RS20/05/19;Sul;RS;19/05/2020;21;11377239;3750;15;151;7
RS20/05/20;Sul;RS;20/05/2020;21;11377239;4973;1223;161;10
RS20/05/21;Sul;RS;21/05/2020;21;11377239;5473;500;166;5
RS20/05/22;Sul;RS;22/05/2020;21;11377239;5918;445;172;6
RS20/05/23;Sul;RS;23/05/2020;21;11377239;6336;418;176;4
MS20/05/17;Centro_Oeste;MS;17/05/2020;21;2778986;570;62;15;0
MS20/05/18;Centro_Oeste;MS;18/05/2020;21;2778986;613;43;16;1
MS20/05/19;Centro_Oeste;MS;19/05/2020;21;2778986;642;29;16;0
MS20/05/20;Centro_Oeste;MS;20/05/2020;21;2778986;693;51;17;1
MS20/05/21;Centro_Oeste;MS;21/05/2020;21;2778986;746;53;17;0
MS20/05/22;Centro_Oeste;MS;22/05/2020;21;2778986;805;59;17;0
MS20/05/23;Centro_Oeste;MS;23/05/2020;21;2778986;858;53;17;0
MT20/05/17;Centro_Oeste;MT;17/05/2020;21;3484466;901;50;27;0
MT20/05/18;Centro_Oeste;MT;18/05/2020;21;3484466;937;36;29;2
MT20/05/19;Centro_Oeste;MT;19/05/2020;21;3484466;995;58;32;3
MT20/05/20;Centro_Oeste;MT;20/05/2020;21;3484466;1054;59;32;0
MT20/05/21;Centro_Oeste;MT;21/05/2020;21;3484466;1172;118;34;2
MT20/05/22;Centro_Oeste;MT;22/05/2020;21;3484466;1220;48;37;3
MT20/05/23;Centro_Oeste;MT;23/05/2020;21;3484466;1352;132;37;0
GO20/05/17;Centro_Oeste;GO;17/05/2020;21;7018354;1692;52;70;1
GO20/05/18;Centro_Oeste;GO;18/05/2020;21;7018354;1749;57;73;3
GO20/05/19;Centro_Oeste;GO;19/05/2020;21;7018354;1846;97;73;0
GO20/05/20;Centro_Oeste;GO;20/05/2020;21;7018354;1978;132;78;5
GO20/05/21;Centro_Oeste;GO;21/05/2020;21;7018354;2114;136;85;7
GO20/05/22;Centro_Oeste;GO;22/05/2020;21;7018354;2304;190;93;8
GO20/05/23;Centro_Oeste;GO;23/05/2020;21;7018354;2377;73;95;2
DF20/05/17;Centro_Oeste;DF;17/05/2020;21;3015268;4368;228;59;3
DF20/05/18;Centro_Oeste;DF;18/05/2020;21;3015268;4619;251;66;7
DF20/05/19;Centro_Oeste;DF;19/05/2020;21;3015268;4853;234;72;6
DF20/05/20;Centro_Oeste;DF;20/05/2020;21;3015268;5161;308;77;5
DF20/05/21;Centro_Oeste;DF;21/05/2020;21;3015268;5542;381;84;7
DF20/05/22;Centro_Oeste;DF;22/05/2020;21;3015268;5948;406;90;6
DF20/05/23;Centro_Oeste;DF;23/05/2020;21;3015268;6251;303;95;5
RO20/05/24;Norte;RO;24/05/2020;22;1777225;3201;92;121;6
RO20/05/25;Norte;RO;25/05/2020;22;1777225;3268;67;121;0
RO20/05/26;Norte;RO;26/05/2020;22;1777225;3493;225;133;12
RO20/05/27;Norte;RO;27/05/2020;22;1777225;3862;369;137;4
RO20/05/28;Norte;RO;28/05/2020;22;1777225;4252;390;142;5
RO20/05/29;Norte;RO;29/05/2020;22;1777225;4502;250;145;3
RO20/05/30;Norte;RO;30/05/2020;22;1777225;4743;241;151;6
AC20/05/24;Norte;AC;24/05/2020;22;881935;4160;293;92;5
AC20/05/25;Norte;AC;25/05/2020;22;881935;4501;341;97;5
AC20/05/26;Norte;AC;26/05/2020;22;881935;4781;280;105;8
AC20/05/27;Norte;AC;27/05/2020;22;881935;5251;470;113;8
AC20/05/28;Norte;AC;28/05/2020;22;881935;5600;349;122;9
AC20/05/29;Norte;AC;29/05/2020;22;881935;5841;241;135;13
AC20/05/30;Norte;AC;30/05/2020;22;881935;6072;231;142;7
AM20/05/24;Norte;AM;24/05/2020;22;4144597;29867;1065;1758;14
AM20/05/25;Norte;AM;25/05/2020;22;4144597;30282;415;1781;23
AM20/05/26;Norte;AM;26/05/2020;22;4144597;31949;1667;1852;71
AM20/05/27;Norte;AM;27/05/2020;22;4144597;33508;1559;1891;39
AM20/05/28;Norte;AM;28/05/2020;22;4144597;36146;2638;1964;73
AM20/05/29;Norte;AM;29/05/2020;22;4144597;38909;2763;2011;47
AM20/05/30;Norte;AM;30/05/2020;22;4144597;40560;1651;2047;36
RR20/05/24;Norte;RR;24/05/2020;22;605761;2439;65;84;3
RR20/05/25;Norte;RR;25/05/2020;22;605761;2514;75;86;2
RR20/05/26;Norte;RR;26/05/2020;22;605761;2583;69;102;16
RR20/05/27;Norte;RR;27/05/2020;22;605761;2682;99;102;0
RR20/05/28;Norte;RR;28/05/2020;22;605761;2959;277;102;0
RR20/05/29;Norte;RR;29/05/2020;22;605761;3098;139;108;6
RR20/05/30;Norte;RR;30/05/2020;22;605761;3299;201;110;2
PA20/05/24;Norte;PA;24/05/2020;22;8602865;24125;1428;2148;147
PA20/05/25;Norte;PA;25/05/2020;22;8602865;26077;1952;2372;224
PA20/05/26;Norte;PA;26/05/2020;22;8602865;28600;2523;2469;97
PA20/05/27;Norte;PA;27/05/2020;22;8602865;31033;2433;2545;76
PA20/05/28;Norte;PA;28/05/2020;22;8602865;33699;2666;2704;159
PA20/05/29;Norte;PA;29/05/2020;22;8602865;36486;2787;2827;123
PA20/05/30;Norte;PA;30/05/2020;22;8602865;37296;810;2900;73
AP20/05/24;Norte;AP;24/05/2020;22;845731;6353;262;163;1
AP20/05/25;Norte;AP;25/05/2020;22;845731;6584;231;168;5
AP20/05/26;Norte;AP;26/05/2020;22;845731;6967;383;173;5
AP20/05/27;Norte;AP;27/05/2020;22;845731;7619;652;183;10
AP20/05/28;Norte;AP;28/05/2020;22;845731;8152;533;198;15
AP20/05/29;Norte;AP;29/05/2020;22;845731;8469;317;207;9
AP20/05/30;Norte;AP;30/05/2020;22;845731;9313;844;215;8
TO20/05/24;Norte;TO;24/05/2020;22;1572866;2591;161;52;1
TO20/05/25;Norte;TO;25/05/2020;22;1572866;2696;105;58;6
TO20/05/26;Norte;TO;26/05/2020;22;1572866;2858;162;64;6
TO20/05/27;Norte;TO;27/05/2020;22;1572866;3023;165;65;1
