Codigo;Regiao;UF;Data;Semana;Populacao;Casos_Acumulados;Casos_Novos;Obitos_Acumulados;Obitos_Novos
RO21/01/03;Norte;RO;03/01/2021;1;1777225;96906;473;1832;7
RO21/01/04;Norte;RO;04/01/2021;1;1777225;97197;291;1840;8
RO21/01/05;Norte;RO;05/01/2021;1;1777225;97854;657;1852;12
RO21/01/06;Norte;RO;06/01/2021;1;1777225;98811;957;1875;23
RO21/01/07;Norte;RO;07/01/2021;1;1777225;99595;784;1890;15
RO21/01/08;Norte;RO;08/01/2021;1;1777225;100343;748;1899;9
RO21/01/09;Norte;RO;09/01/2021;1;1777225;101024;681;1908;9
AC21/01/03;Norte;AC;03/01/2021;1;881935;42046;105;802;4
AC21/01/04;Norte;AC;04/01/2021;1;881935;42117;71;806;4
AC21/01/05;Norte;AC;05/01/2021;1;881935;42170;53;808;2
AC21/01/06;Norte;AC;06/01/2021;1;881935;42378;208;814;6
AC21/01/07;Norte;AC;07/01/2021;1;881935;42478;100;821;7
AC21/01/08;Norte;AC;08/01/2021;1;881935;42814;336;823;2
AC21/01/09;Norte;AC;09/01/2021;1;881935;42908;94;823;0
AM21/01/03;Norte;AM;03/01/2021;1;4144597;202413;546;5345;20
AM21/01/04;Norte;AM;04/01/2021;1;4144597;202972;559;5368;23
AM21/01/05;Norte;AM;05/01/2021;1;4144597;204900;1928;5414;46
AM21/01/06;Norte;AM;06/01/2021;1;4144597;207092;2192;5500;86
AM21/01/07;Norte;AM;07/01/2021;1;4144597;208798;1706;5546;46
AM21/01/08;Norte;AM;08/01/2021;1;4144597;208798;0;5546;0
AM21/01/09;Norte;AM;09/01/2021;1;4144597;212996;4198;5669;123
RR21/01/03;Norte;RR;03/01/2021;1;605761;68875;17;787;0
RR21/01/04;Norte;RR;04/01/2021;1;605761;68947;72;787;0
RR21/01/05;Norte;RR;05/01/2021;1;605761;69029;82;789;2
RR21/01/06;Norte;RR;06/01/2021;1;605761;69180;151;789;0
RR21/01/07;Norte;RR;07/01/2021;1;605761;69326;146;793;4
RR21/01/08;Norte;RR;08/01/2021;1;605761;69461;135;793;0
RR21/01/09;Norte;RR;09/01/2021;1;605761;69640;179;793;0
PA21/01/03;Norte;PA;03/01/2021;1;8602865;294010;203;7217;8
PA21/01/04;Norte;PA;04/01/2021;1;8602865;294224;214;7223;6
PA21/01/05;Norte;PA;05/01/2021;1;8602865;295439;1215;7235;12
PA21/01/06;Norte;PA;06/01/2021;1;8602865;296752;1313;7247;12
PA21/01/07;Norte;PA;07/01/2021;1;8602865;297974;1222;7263;16
PA21/01/08;Norte;PA;08/01/2021;1;8602865;299045;1071;7280;17
PA21/01/09;Norte;PA;09/01/2021;1;8602865;300454;1409;7292;12
AP21/01/03;Norte;AP;03/01/2021;1;845731;68568;127;927;0
AP21/01/04;Norte;AP;04/01/2021;1;845731;68775;207;936;9
AP21/01/05;Norte;AP;05/01/2021;1;845731;69096;321;943;7
AP21/01/06;Norte;AP;06/01/2021;1;845731;69469;373;950;7
AP21/01/07;Norte;AP;07/01/2021;1;845731;69874;405;956;6
AP21/01/08;Norte;AP;08/01/2021;1;845731;70344;470;962;6
AP21/01/09;Norte;AP;09/01/2021;1;845731;70676;332;969;7
TO21/01/03;Norte;TO;03/01/2021;1;1572866;90703;111;1242;3
TO21/01/04;Norte;TO;04/01/2021;1;1572866;90860;157;1244;2
TO21/01/05;Norte;TO;05/01/2021;1;1572866;91230;370;1248;4
TO21/01/06;Norte;TO;06/01/2021;1;1572866;91596;366;1252;4
TO21/01/07;Norte;TO;07/01/2021;1;1572866;92000;404;1257;5
TO21/01/08;Norte;TO;08/01/2021;1;1572866;92445;445;1263;6
TO21/01/09;Norte;TO;09/01/2021;1;1572866;92916;471;1267;4
MA21/01/03;Nordeste;MA;03/01/2021;1;7075181;201017;41;4518;5
MA21/01/04;Nordeste;MA;04/01/2021;1;7075181;201093;76;4524;6
MA21/01/05;Nordeste;MA;05/01/2021;1;7075181;201255;162;4531;7
MA21/01/06;Nordeste;MA;06/01/2021;1;7075181;201454;199;4537;6
MA21/01/07;Nordeste;MA;07/01/2021;1;7075181;201641;187;4542;5
MA21/01/08;Nordeste;MA;08/01/2021;1;7075181;201745;104;4549;7
MA21/01/09;Nordeste;MA;09/01/2021;1;7075181;201915;170;4555;6
PI21/01/03;Nordeste;PI;03/01/2021;1;3273227;143489;279;2854;6
PI21/01/04;Nordeste;PI;04/01/2021;1;3273227;143651;162;2856;2
PI21/01/05;Nordeste;PI;05/01/2021;1;3273227;144200;549;2863;7
PI21/01/06;Nordeste;PI;06/01/2021;1;3273227;144857;657;2873;10
PI21/01/07;Nordeste;PI;07/01/2021;1;3273227;145384;527;2882;9
PI21/01/08;Nordeste;PI;08/01/2021;1;3273227;145997;613;2891;9
PI21/01/09;Nordeste;PI;09/01/2021;1;3273227;146779;782;2895;4
CE21/01/03;Nordeste;CE;03/01/2021;1;9132078;336763;189;10024;9
CE21/01/04;Nordeste;CE;04/01/2021;1;9132078;336975;212;10025;1
CE21/01/05;Nordeste;CE;05/01/2021;1;9132078;337956;981;10042;17
CE21/01/06;Nordeste;CE;06/01/2021;1;9132078;340089;2133;10056;14
CE21/01/07;Nordeste;CE;07/01/2021;1;9132078;341276;1187;10096;40
CE21/01/08;Nordeste;CE;08/01/2021;1;9132078;342941;1665;10122;26
CE21/01/09;Nordeste;CE;09/01/2021;1;9132078;343887;946;10137;15
RN21/01/03;Nordeste;RN;03/01/2021;1;3506853;119079;388;3000;5
RN21/01/04;Nordeste;RN;04/01/2021;1;3506853;119186;107;3011;11
RN21/01/05;Nordeste;RN;05/01/2021;1;3506853;120024;838;3046;35
RN21/01/06;Nordeste;RN;06/01/2021;1;3506853;120836;812;3059;13
RN21/01/07;Nordeste;RN;07/01/2021;1;3506853;121439;603;3067;8
RN21/01/08;Nordeste;RN;08/01/2021;1;3506853;122591;1152;3078;11
RN21/01/09;Nordeste;RN;09/01/2021;1;3506853;123783;1192;3086;8
PB21/01/03;Nordeste;PB;03/01/2021;1;4018127;168044;429;3706;14
PB21/01/04;Nordeste;PB;04/01/2021;1;4018127;168179;135;3722;16
PB21/01/05;Nordeste;PB;05/01/2021;1;4018127;168545;366;3740;18
PB21/01/06;Nordeste;PB;06/01/2021;1;4018127;169646;1101;3755;15
PB21/01/07;Nordeste;PB;07/01/2021;1;4018127;170611;965;3773;18
PB21/01/08;Nordeste;PB;08/01/2021;1;4018127;171547;936;3788;15
PB21/01/09;Nordeste;PB;09/01/2021;1;4018127;172261;714;3800;12
PE21/01/03;Nordeste;PE;03/01/2021;1;9557071;223540;215;9679;5
PE21/01/04;Nordeste;PE;04/01/2021;1;9557071;223845;305;9691;12
PE21/01/05;Nordeste;PE;05/01/2021;1;9557071;225336;1491;9709;18
PE21/01/06;Nordeste;PE;06/01/2021;1;9557071;226940;1604;9731;22
PE21/01/07;Nordeste;PE;07/01/2021;1;9557071;228451;1511;9763;32
PE21/01/08;Nordeste;PE;08/01/2021;1;9557071;229701;1250;9789;26
PE21/01/09;Nordeste;PE;09/01/2021;1;9557071;230891;1190;9826;37
AL21/01/03;Nordeste;AL;03/01/2021;1;3337357;105714;353;2509;7
AL21/01/04;Nordeste;AL;04/01/2021;1;3337357;106032;318;2515;6
AL21/01/05;Nordeste;AL;05/01/2021;1;3337357;106410;378;2521;6
AL21/01/06;Nordeste;AL;06/01/2021;1;3337357;106881;471;2529;8
AL21/01/07;Nordeste;AL;07/01/2021;1;3337357;107279;398;2537;8
AL21/01/08;Nordeste;AL;08/01/2021;1;3337357;107628;349;2545;8
AL21/01/09;Nordeste;AL;09/01/2021;1;3337357;108109;481;2553;8
SE21/01/03;Nordeste;SE;03/01/2021;1;2298696;114685;769;2508;8
SE21/01/04;Nordeste;SE;04/01/2021;1;2298696;115636;951;2516;8
SE21/01/05;Nordeste;SE;05/01/2021;1;2298696;116779;1143;2524;8
SE21/01/06;Nordeste;SE;06/01/2021;1;2298696;117818;1039;2532;8
SE21/01/07;Nordeste;SE;07/01/2021;1;2298696;119045;1227;2544;12
SE21/01/08;Nordeste;SE;08/01/2021;1;2298696;120262;1217;2554;10
SE21/01/09;Nordeste;SE;09/01/2021;1;2298696;121222;960;2563;9
BA21/01/03;Nordeste;BA;03/01/2021;1;14873064;496008;722;9218;31
BA21/01/04;Nordeste;BA;04/01/2021;1;14873064;496823;815;9246;28
BA21/01/05;Nordeste;BA;05/01/2021;1;14873064;499900;3077;9276;30
BA21/01/06;Nordeste;BA;06/01/2021;1;14873064;502938;3038;9304;28
BA21/01/07;Nordeste;BA;07/01/2021;1;14873064;505918;2980;9333;29
BA21/01/08;Nordeste;BA;08/01/2021;1;14873064;508695;2777;9364;31
BA21/01/09;Nordeste;BA;09/01/2021;1;14873064;511192;2497;9392;28
MG21/01/03;Sudeste;MG;03/01/2021;1;21168791;550672;1370;12037;14
MG21/01/04;Sudeste;MG;04/01/2021;1;21168791;552104;1432;12063;26
MG21/01/05;Sudeste;MG;05/01/2021;1;21168791;556692;4588;12083;20
MG21/01/06;Sudeste;MG;06/01/2021;1;21168791;566207;9515;12211;128
MG21/01/07;Sudeste;MG;07/01/2021;1;21168791;571657;5450;12366;155
MG21/01/08;Sudeste;MG;08/01/2021;1;21168791;579469;7812;12469;103
MG21/01/09;Sudeste;MG;09/01/2021;1;21168791;587868;8399;12594;125
ES21/01/03;Sudeste;ES;03/01/2021;1;4018650;251643;1416;5122;9
ES21/01/04;Sudeste;ES;04/01/2021;1;4018650;253115;1472;5176;54
ES21/01/05;Sudeste;ES;05/01/2021;1;4018650;255497;2382;5199;23
ES21/01/06;Sudeste;ES;06/01/2021;1;4018650;255907;410;5206;7
ES21/01/07;Sudeste;ES;07/01/2021;1;4018650;258799;2892;5259;53
ES21/01/08;Sudeste;ES;08/01/2021;1;4018650;260836;2037;5285;26
ES21/01/09;Sudeste;ES;09/01/2021;1;4018650;262113;1277;5306;21
RJ21/01/03;Sudeste;RJ;03/01/2021;1;17264943;435739;135;25616;8
RJ21/01/04;Sudeste;RJ;04/01/2021;1;17264943;439345;3606;25617;1
RJ21/01/05;Sudeste;RJ;05/01/2021;1;17264943;443607;4262;25837;220
RJ21/01/06;Sudeste;RJ;06/01/2021;1;17264943;448089;4482;26068;231
RJ21/01/07;Sudeste;RJ;07/01/2021;1;17264943;452758;4669;26292;224
RJ21/01/08;Sudeste;RJ;08/01/2021;1;17264943;454275;1517;26480;188
RJ21/01/09;Sudeste;RJ;09/01/2021;1;17264943;459866;5591;26704;224
SP21/01/03;Sudeste;SP;03/01/2021;1;45919049;1471422;3469;46845;37
SP21/01/04;Sudeste;SP;04/01/2021;1;45919049;1473670;2248;46888;43
SP21/01/05;Sudeste;SP;05/01/2021;1;45919049;1486551;12881;47222;334
SP21/01/06;Sudeste;SP;06/01/2021;1;45919049;1501085;14534;47511;289
SP21/01/07;Sudeste;SP;07/01/2021;1;45919049;1515158;14073;47768;257
SP21/01/08;Sudeste;SP;08/01/2021;1;45919049;1528952;13794;48029;261
SP21/01/09;Sudeste;SP;09/01/2021;1;45919049;1540513;11561;48298;269
PR21/01/03;Sul;PR;03/01/2021;1;11433957;421315;1700;8028;27
PR21/01/04;Sul;PR;04/01/2021;1;11433957;423041;1726;8060;32
PR21/01/05;Sul;PR;05/01/2021;1;11433957;427789;4748;8155;95
PR21/01/06;Sul;PR;06/01/2021;1;11433957;430873;3084;8233;78
PR21/01/07;Sul;PR;07/01/2021;1;11433957;463309;32436;8630;397
PR21/01/09;Sul;PR;09/01/2021;1;11433957;471639;8330;8742;113
SC21/01/03;Sul;SC;03/01/2021;1;7164788;497345;821;5314;20
SC21/01/04;Sul;SC;04/01/2021;1;7164788;498910;1565;5376;62
SC21/01/05;Sul;SC;05/01/2021;1;7164788;502785;3875;5420;44
SC21/01/06;Sul;SC;06/01/2021;1;7164788;506897;4112;5482;62
SC21/01/07;Sul;SC;07/01/2021;1;7164788;511329;4432;5522;40
SC21/01/08;Sul;SC;08/01/2021;1;7164788;515209;3880;5584;62
SC21/01/09;Sul;SC;09/01/2021;1;7164788;518805;3596;5611;27
RS21/01/03;Sul;RS;03/01/2021;1;11377239;454757;1837;8954;20
RS21/01/04;Sul;RS;04/01/2021;1;11377239;455326;569;9018;64
RS21/01/05;Sul;RS;05/01/2021;1;11377239;460609;5283;9125;107
RS21/01/06;Sul;RS;06/01/2021;1;11377239;465337;4728;9226;101
RS21/01/07;Sul;RS;07/01/2021;1;11377239;470138;4801;9293;67
RS21/01/08;Sul;RS;08/01/2021;1;11377239;474917;4779;9359;66
RS21/01/09;Sul;RS;09/01/2021;1;11377239;478501;3584;9413;54
MS21/01/03;Centro_Oeste;MS;03/01/2021;1;2778986;135917;556;2372;12
MS21/01/04;Centro_Oeste;MS;04/01/2021;1;2778986;136250;333;2398;26
MS21/01/05;Centro_Oeste;MS;05/01/2021;1;2778986;137570;1320;2431;33
MS21/01/06;Centro_Oeste;MS;06/01/2021;1;2778986;139152;1582;2459;28
MS21/01/07;Centro_Oeste;MS;07/01/2021;1;2778986;140463;1311;2486;27
MS21/01/08;Centro_Oeste;MS;08/01/2021;1;2778986;141649;1186;2511;25
MS21/01/09;Centro_Oeste;MS;09/01/2021;1;2778986;142765;1116;2525;14
MT21/01/03;Centro_Oeste;MT;03/01/2021;1;3484466;180380;442;4488;13
MT21/01/04;Centro_Oeste;MT;04/01/2021;1;3484466;181193;813;4509;21
MT21/01/05;Centro_Oeste;MT;05/01/2021;1;3484466;182707;1514;4529;20
MT21/01/06;Centro_Oeste;MT;06/01/2021;1;3484466;184232;1525;4546;17
MT21/01/07;Centro_Oeste;MT;07/01/2021;1;3484466;185825;1593;4564;18
MT21/01/08;Centro_Oeste;MT;08/01/2021;1;3484466;187183;1358;4577;13
MT21/01/09;Centro_Oeste;MT;09/01/2021;1;3484466;188098;915;4595;18
GO21/01/03;Centro_Oeste;GO;03/01/2021;1;7018354;309341;147;6805;0
GO21/01/04;Centro_Oeste;GO;04/01/2021;1;7018354;309976;635;6857;52
GO21/01/05;Centro_Oeste;GO;05/01/2021;1;7018354;311557;1581;6885;28
GO21/01/06;Centro_Oeste;GO;06/01/2021;1;7018354;313439;1882;6901;16
GO21/01/07;Centro_Oeste;GO;07/01/2021;1;7018354;314466;1027;6918;17
GO21/01/08;Centro_Oeste;GO;08/01/2021;1;7018354;316197;1731;6946;28
GO21/01/09;Centro_Oeste;GO;09/01/2021;1;7018354;317024;827;6964;18
DF21/01/03;Centro_Oeste;DF;03/01/2021;1;3015268;253355;481;4269;1
DF21/01/04;Centro_Oeste;DF;04/01/2021;1;3015268;254310;955;4289;20
DF21/01/05;Centro_Oeste;DF;05/01/2021;1;3015268;254913;603;4305;16
DF21/01/06;Centro_Oeste;DF;06/01/2021;1;3015268;255875;962;4328;23
DF21/01/07;Centro_Oeste;DF;07/01/2021;1;3015268;256682;807;4337;9
DF21/01/08;Centro_Oeste;DF;08/01/2021;1;3015268;257355;673;4345;8
DF21/01/09;Centro_Oeste;DF;09/01/2021;1;3015268;258153;798;4351;6
RO21/01/10;Norte;RO;10/01/2021;2;1777225;101588;564;1911;3
RO21/01/11;Norte;RO;11/01/2021;2;1777225;102518;930;1926;15
RO21/01/12;Norte;RO;12/01/2021;2;1777225;103798;1280;1950;24
RO21/01/13;Norte;RO;13/01/2021;2;1777225;104737;939;1965;15
RO21/01/14;Norte;RO;14/01/2021;2;1777225;105952;1215;1976;11
RO21/01/15;Norte;RO;15/01/2021;2;1777225;107332;1380;1993;17
RO21/01/16;Norte;RO;16/01/2021;2;1777225;108173;841;1999;6
AC21/01/10;Norte;AC;10/01/2021;2;881935;43127;219;825;2
AC21/01/11;Norte;AC;11/01/2021;2;881935;43346;219;826;1
AC21/01/12;Norte;AC;12/01/2021;2;881935;43432;86;827;1
AC21/01/13;Norte;AC;13/01/2021;2;881935;43785;353;829;2
AC21/01/14;Norte;AC;14/01/2021;2;881935;44068;283;832;3
AC21/01/15;Norte;AC;15/01/2021;2;881935;44156;88;835;3
AC21/01/16;Norte;AC;16/01/2021;2;881935;44621;465;835;0
AM21/01/10;Norte;AM;10/01/2021;2;4144597;213961;965;5701;32
AM21/01/11;Norte;AM;11/01/2021;2;4144597;216112;2151;5756;55
AM21/01/12;Norte;AM;12/01/2021;2;4144597;218070;1958;5810;54
AM21/01/13;Norte;AM;13/01/2021;2;4144597;219544;1474;5879;69
AM21/01/14;Norte;AM;14/01/2021;2;4144597;223360;3816;5930;51
AM21/01/15;Norte;AM;15/01/2021;2;4144597;226511;3151;6043;113
AM21/01/16;Norte;AM;16/01/2021;2;4144597;229367;2856;6123;80
RR21/01/10;Norte;RR;10/01/2021;2;605761;69732;92;793;0
RR21/01/11;Norte;RR;11/01/2021;2;605761;69785;53;793;0
RR21/01/12;Norte;RR;12/01/2021;2;605761;69888;103;795;2
RR21/01/13;Norte;RR;13/01/2021;2;605761;70086;198;800;5
RR21/01/14;Norte;RR;14/01/2021;2;605761;70346;260;800;0
RR21/01/15;Norte;RR;15/01/2021;2;605761;70475;129;805;5
RR21/01/16;Norte;RR;16/01/2021;2;605761;70752;277;811;6
PA21/01/10;Norte;PA;10/01/2021;2;8602865;301501;1047;7304;12
PA21/01/11;Norte;PA;11/01/2021;2;8602865;302125;624;7315;11
PA21/01/12;Norte;PA;12/01/2021;2;8602865;303512;1387;7339;24
PA21/01/13;Norte;PA;13/01/2021;2;8602865;305012;1500;7349;10
PA21/01/14;Norte;PA;14/01/2021;2;8602865;306029;1017;7366;17
PA21/01/15;Norte;PA;15/01/2021;2;8602865;307520;1491;7376;10
PA21/01/16;Norte;PA;16/01/2021;2;8602865;308936;1416;7388;12
AP21/01/10;Norte;AP;10/01/2021;2;845731;70902;226;969;0
AP21/01/11;Norte;AP;11/01/2021;2;845731;71287;385;976;7
AP21/01/12;Norte;AP;12/01/2021;2;845731;71689;402;981;5
AP21/01/13;Norte;AP;13/01/2021;2;845731;72049;360;987;6
AP21/01/14;Norte;AP;14/01/2021;2;845731;72422;373;991;4
AP21/01/15;Norte;AP;15/01/2021;2;845731;72824;402;994;3
AP21/01/16;Norte;AP;16/01/2021;2;845731;73213;389;996;2
TO21/01/10;Norte;TO;10/01/2021;2;1572866;93099;183;1270;3
TO21/01/11;Norte;TO;11/01/2021;2;1572866;93261;162;1274;4
TO21/01/12;Norte;TO;12/01/2021;2;1572866;93895;634;1278;4
TO21/01/13;Norte;TO;13/01/2021;2;1572866;94381;486;1286;8
TO21/01/14;Norte;TO;14/01/2021;2;1572866;94945;564;1294;8
TO21/01/15;Norte;TO;15/01/2021;2;1572866;95503;558;1301;7
TO21/01/16;Norte;TO;16/01/2021;2;1572866;96058;555;1308;7
MA21/01/10;Nordeste;MA;10/01/2021;2;7075181;201945;30;4562;7
MA21/01/11;Nordeste;MA;11/01/2021;2;7075181;202050;105;4568;6
MA21/01/12;Nordeste;MA;12/01/2021;2;7075181;202314;264;4575;7
MA21/01/13;Nordeste;MA;13/01/2021;2;7075181;202574;260;4583;8
MA21/01/14;Nordeste;MA;14/01/2021;2;7075181;202839;265;4588;5
MA21/01/15;Nordeste;MA;15/01/2021;2;7075181;203156;317;4594;6
MA21/01/16;Nordeste;MA;16/01/2021;2;7075181;203334;178;4601;7
PI21/01/10;Nordeste;PI;10/01/2021;2;3273227;147038;259;2897;2
PI21/01/11;Nordeste;PI;11/01/2021;2;3273227;147509;471;2906;9
PI21/01/12;Nordeste;PI;12/01/2021;2;3273227;148032;523;2915;9
PI21/01/13;Nordeste;PI;13/01/2021;2;3273227;148867;835;2922;7
PI21/01/14;Nordeste;PI;14/01/2021;2;3273227;149686;819;2930;8
PI21/01/15;Nordeste;PI;15/01/2021;2;3273227;150374;688;2935;5
PI21/01/16;Nordeste;PI;16/01/2021;2;3273227;151046;672;2945;10
CE21/01/10;Nordeste;CE;10/01/2021;2;9132078;344813;926;10155;18
CE21/01/11;Nordeste;CE;11/01/2021;2;9132078;345124;311;10160;5
CE21/01/12;Nordeste;CE;12/01/2021;2;9132078;345235;111;10162;2
CE21/01/13;Nordeste;CE;13/01/2021;2;9132078;348414;3179;10189;27
CE21/01/14;Nordeste;CE;14/01/2021;2;9132078;349575;1161;10209;20
CE21/01/15;Nordeste;CE;15/01/2021;2;9132078;351351;1776;10209;0
CE21/01/16;Nordeste;CE;16/01/2021;2;9132078;352340;989;10223;14
RN21/01/10;Nordeste;RN;10/01/2021;2;3506853;124278;495;3090;4
RN21/01/11;Nordeste;RN;11/01/2021;2;3506853;124523;245;3098;8
RN21/01/12;Nordeste;RN;12/01/2021;2;3506853;125338;815;3115;17
RN21/01/13;Nordeste;RN;13/01/2021;2;3506853;125550;212;3125;10
RN21/01/14;Nordeste;RN;14/01/2021;2;3506853;126890;1340;3138;13
RN21/01/15;Nordeste;RN;15/01/2021;2;3506853;127847;957;3149;11
RN21/01/16;Nordeste;RN;16/01/2021;2;3506853;129549;1702;3173;24
PB21/01/10;Nordeste;PB;10/01/2021;2;4018127;172776;515;3808;8
PB21/01/11;Nordeste;PB;11/01/2021;2;4018127;173299;523;3824;16
PB21/01/12;Nordeste;PB;12/01/2021;2;4018127;173518;219;3836;12
PB21/01/13;Nordeste;PB;13/01/2021;2;4018127;174199;681;3844;8
PB21/01/14;Nordeste;PB;14/01/2021;2;4018127;175227;1028;3857;13
PB21/01/15;Nordeste;PB;15/01/2021;2;4018127;175997;770;3869;12
PB21/01/16;Nordeste;PB;16/01/2021;2;4018127;176835;838;3880;11
PE21/01/10;Nordeste;PE;10/01/2021;2;9557071;232037;1146;9840;14
PE21/01/11;Nordeste;PE;11/01/2021;2;9557071;232756;719;9851;11
PE21/01/12;Nordeste;PE;12/01/2021;2;9557071;234238;1482;9889;38
PE21/01/13;Nordeste;PE;13/01/2021;2;9557071;236041;1803;9919;30
PE21/01/14;Nordeste;PE;14/01/2021;2;9557071;237453;1412;9946;27
PE21/01/15;Nordeste;PE;15/01/2021;2;9557071;239155;1702;9964;18
PE21/01/16;Nordeste;PE;16/01/2021;2;9557071;240605;1450;9993;29
AL21/01/10;Nordeste;AL;10/01/2021;2;3337357;108542;433;2561;8
AL21/01/11;Nordeste;AL;11/01/2021;2;3337357;108820;278;2569;8
AL21/01/12;Nordeste;AL;12/01/2021;2;3337357;109319;499;2577;8
AL21/01/13;Nordeste;AL;13/01/2021;2;3337357;109720;401;2585;8
AL21/01/14;Nordeste;AL;14/01/2021;2;3337357;110112;392;2593;8
AL21/01/15;Nordeste;AL;15/01/2021;2;3337357;110572;460;2602;9
AL21/01/16;Nordeste;AL;16/01/2021;2;3337357;110968;396;2611;9
SE21/01/10;Nordeste;SE;10/01/2021;2;2298696;122594;1372;2574;11
SE21/01/11;Nordeste;SE;11/01/2021;2;2298696;123836;1242;2585;11
SE21/01/12;Nordeste;SE;12/01/2021;2;2298696;124276;440;2595;10
SE21/01/13;Nordeste;SE;13/01/2021;2;2298696;124942;666;2607;12
SE21/01/14;Nordeste;SE;14/01/2021;2;2298696;126204;1262;2617;10
SE21/01/15;Nordeste;SE;15/01/2021;2;2298696;127349;1145;2629;12
SE21/01/16;Nordeste;SE;16/01/2021;2;2298696;127715;366;2640;11
BA21/01/10;Nordeste;BA;10/01/2021;2;14873064;512841;1649;9424;32
BA21/01/11;Nordeste;BA;11/01/2021;2;14873064;513756;915;9453;29
BA21/01/12;Nordeste;BA;12/01/2021;2;14873064;515861;2105;9480;27
BA21/01/13;Nordeste;BA;13/01/2021;2;14873064;518955;3094;9512;32
BA21/01/14;Nordeste;BA;14/01/2021;2;14873064;523068;4113;9543;31
BA21/01/15;Nordeste;BA;15/01/2021;2;14873064;528539;5471;9575;32
BA21/01/16;Nordeste;BA;16/01/2021;2;14873064;534371;5832;9606;31
MG21/01/10;Sudeste;MG;10/01/2021;2;21168791;592311;4443;12709;115
MG21/01/11;Sudeste;MG;11/01/2021;2;21168791;595007;2696;12736;27
MG21/01/12;Sudeste;MG;12/01/2021;2;21168791;602833;7826;12750;14
MG21/01/13;Sudeste;MG;13/01/2021;2;21168791;611152;8319;12894;144
MG21/01/14;Sudeste;MG;14/01/2021;2;21168791;619846;8694;13028;134
MG21/01/15;Sudeste;MG;15/01/2021;2;21168791;628966;9120;13182;154
MG21/01/16;Sudeste;MG;16/01/2021;2;21168791;636797;7831;13355;173
ES21/01/10;Sudeste;ES;10/01/2021;2;4018650;263483;1370;5321;15
ES21/01/11;Sudeste;ES;11/01/2021;2;4018650;265313;1830;5354;33
ES21/01/12;Sudeste;ES;12/01/2021;2;4018650;267323;2010;5382;28
ES21/01/13;Sudeste;ES;13/01/2021;2;4018650;269088;1765;5416;34
ES21/01/14;Sudeste;ES;14/01/2021;2;4018650;270913;1825;5448;32
ES21/01/15;Sudeste;ES;15/01/2021;2;4018650;272957;2044;5469;21
ES21/01/16;Sudeste;ES;16/01/2021;2;4018650;274470;1513;5493;24
RJ21/01/10;Sudeste;RJ;10/01/2021;2;17264943;460927;1061;26749;45
RJ21/01/11;Sudeste;RJ;11/01/2021;2;17264943;461561;634;26771;22
RJ21/01/12;Sudeste;RJ;12/01/2021;2;17264943;465150;3589;26976;205
RJ21/01/13;Sudeste;RJ;13/01/2021;2;17264943;469437;4287;27241;265
RJ21/01/14;Sudeste;RJ;14/01/2021;2;17264943;473648;4211;27441;200
RJ21/01/15;Sudeste;RJ;15/01/2021;2;17264943;477044;3396;27591;150
RJ21/01/16;Sudeste;RJ;16/01/2021;2;17264943;481111;4067;27755;164
SP21/01/10;Sudeste;SP;10/01/2021;2;45919049;1546132;5619;48351;53
SP21/01/11;Sudeste;SP;11/01/2021;2;45919049;1549142;3010;48379;28
SP21/01/12;Sudeste;SP;12/01/2021;2;45919049;1561844;12702;48662;283
SP21/01/13;Sudeste;SP;13/01/2021;2;45919049;1577119;15275;48985;323
SP21/01/14;Sudeste;SP;14/01/2021;2;45919049;1590829;13710;49289;304
SP21/01/15;Sudeste;SP;15/01/2021;2;45919049;1605845;15016;49600;311
SP21/01/16;Sudeste;SP;16/01/2021;2;45919049;1619619;13774;49885;285
PR21/01/10;Sul;PR;10/01/2021;2;11433957;473279;1640;8749;7
PR21/01/11;Sul;PR;11/01/2021;2;11433957;474949;1670;8768;19
PR21/01/12;Sul;PR;12/01/2021;2;11433957;486349;11400;8885;117
PR21/01/13;Sul;PR;13/01/2021;2;11433957;486843;494;8916;31
PR21/01/14;Sul;PR;14/01/2021;2;11433957;492654;5811;8977;61
PR21/01/15;Sul;PR;15/01/2021;2;11433957;497505;4851;9042;65
PR21/01/16;Sul;PR;16/01/2021;2;11433957;501036;3531;9073;31
SC21/01/10;Sul;SC;10/01/2021;2;7164788;520577;1772;5637;26
SC21/01/11;Sul;SC;11/01/2021;2;7164788;522478;1901;5677;40
SC21/01/12;Sul;SC;12/01/2021;2;7164788;526024;3546;5707;30
SC21/01/13;Sul;SC;13/01/2021;2;7164788;529389;3365;5765;58
SC21/01/14;Sul;SC;14/01/2021;2;7164788;533338;3949;5794;29
SC21/01/15;Sul;SC;15/01/2021;2;7164788;537036;3698;5836;42
SC21/01/16;Sul;SC;16/01/2021;2;7164788;540342;3306;5867;31
RS21/01/10;Sul;RS;10/01/2021;2;11377239;480480;1979;9439;26
RS21/01/11;Sul;RS;11/01/2021;2;11377239;482062;1582;9498;59
RS21/01/12;Sul;RS;12/01/2021;2;11377239;485757;3695;9619;121
RS21/01/13;Sul;RS;13/01/2021;2;11377239;490980;5223;9699;80
RS21/01/14;Sul;RS;14/01/2021;2;11377239;495585;4605;9790;91
RS21/01/15;Sul;RS;15/01/2021;2;11377239;500792;5207;9838;48
RS21/01/16;Sul;RS;16/01/2021;2;11377239;505021;4229;9876;38
MS21/01/10;Centro_Oeste;MS;10/01/2021;2;2778986;143596;831;2546;21
